19.3us,miss
15.9us,miss
18.9us,miss
17us,miss
17us,miss
16.5us,miss
16.1us,miss
17.6us,miss
16.9us,miss
17.6us,miss
16.4us,miss
16.2us,miss
18.4us,miss
1.5us,hit
20.4us,miss
17.2us,miss
17.8us,miss
22.1us,miss
18.1us,miss
18.3us,miss
16.6us,miss
16.8us,miss
16.7us,miss
18.6us,miss
21us,miss
18.8us,miss
16.2us,miss
17.9us,miss
16.7us,miss
17.2us,miss
20.5us,miss
17us,miss
15.6us,miss
16.3us,miss
18.2us,miss
16.7us,miss
18.4us,miss
18us,miss
16.2us,miss
15.9us,miss
16.7us,miss
16.6us,miss
15.9us,miss
0.8us,hit
17.7us,miss
16.9us,miss
16.1us,miss
17.6us,miss
16.3us,miss
16.8us,miss
16.6us,miss
0.8us,hit
15.5us,miss
19.6us,miss
15.9us,miss
16.5us,miss
15.6us,miss
16.9us,miss
22.4us,miss
17.1us,miss
17.1us,miss
16.7us,miss
16.1us,miss
15.5us,miss
18us,miss
16.7us,miss
16.5us,miss
17.1us,miss
16.4us,miss
16.2us,miss
16.6us,miss
16.4us,miss
16.3us,miss
17.3us,miss
15.2us,miss
19.3us,miss
16.2us,miss
16.6us,miss
16.5us,miss
16.1us,miss
16.3us,miss
19.4us,miss
17.9us,miss
0.8us,hit
15.3us,miss
15.8us,miss
16.4us,miss
16.1us,miss
16.4us,miss
15.6us,miss
16.7us,miss
16.4us,miss
16.1us,miss
17us,miss
19.3us,miss
17.6us,miss
15.9us,miss
17.6us,miss
16us,miss
17.7us,miss
15.9us,miss
16.7us,miss
17.4us,miss
17.5us,miss
20.3us,miss
19.1us,miss
16.3us,miss
16.9us,miss
16.2us,miss
15.9us,miss
17.9us,miss
16.5us,miss
17.2us,miss
18.9us,miss
17.7us,miss
17.1us,miss
16.5us,miss
16.2us,miss
16.9us,miss
16.5us,miss
19us,miss
19.9us,miss
16.8us,miss
19.8us,miss
17.7us,miss
16.3us,miss
16.1us,miss
15.9us,miss
16.6us,miss
28.9us,miss
16.4us,miss
15.5us,miss
16us,miss
15.9us,miss
26.5us,miss
28.4us,miss
18.1us,miss
16.1us,miss
16.6us,miss
16.1us,miss
16.9us,miss
16.7us,miss
16.2us,miss
16.9us,miss
18.6us,miss
15.3us,miss
16.7us,miss
16.9us,miss
16.7us,miss
18.7us,miss
18.3us,miss
17.1us,miss
16.8us,miss
16.9us,miss
21.6us,miss
18.2us,miss
18.3us,miss
16.9us,miss
17.4us,miss
16.2us,miss
17.6us,miss
16.5us,miss
15.9us,miss
16.4us,miss
16.1us,miss
19.6us,miss
16.4us,miss
17.2us,miss
15.8us,miss
17.4us,miss
18us,miss
15.9us,miss
16us,miss
18.4us,miss
16.2us,miss
16.2us,miss
17.5us,miss
16.2us,miss
16.3us,miss
16.4us,miss
17.4us,miss
17.1us,miss
19.8us,miss
17.1us,miss
17.5us,miss
15.5us,miss
19.2us,miss
17.4us,miss
15.4us,miss
15.5us,miss
16.8us,miss
15us,miss
16.7us,miss
20.8us,miss
18.7us,miss
16.7us,miss
16.5us,miss
15.7us,miss
16us,miss
16.5us,miss
20.9us,miss
16.9us,miss
17.2us,miss
16.9us,miss
15.5us,miss
0.9us,hit
16.5us,miss
15.8us,miss
15.7us,miss
16.5us,miss
18us,miss
18.2us,miss
15.9us,miss
18.2us,miss
16.1us,miss
3.3us,hit
16.4us,miss
16.5us,miss
16.2us,miss
17.2us,miss
16.1us,miss
16.3us,miss
16.8us,miss
16.8us,miss
16.2us,miss
15.7us,miss
0.7us,hit
22.8us,miss
17.4us,miss
18.6us,miss
19.5us,miss
19.5us,miss
16.5us,miss
23.6us,miss
0.8us,hit
17.2us,miss
16.7us,miss
17.2us,miss
17.6us,miss
17.9us,miss
18.1us,miss
16.3us,miss
18.5us,miss
0.9us,hit
17.4us,miss
20.9us,miss
17us,miss
17us,miss
19us,miss
17.1us,miss
15.5us,miss
16.8us,miss
17us,miss
20.1us,miss
16.9us,miss
17us,miss
16.9us,miss
16.4us,miss
21.8us,miss
18.2us,miss
16.7us,miss
15.8us,miss
16us,miss
15.1us,miss
18.1us,miss
15.7us,miss
16.3us,miss
15.7us,miss
22.2us,miss
18.1us,miss
16.5us,miss
19.9us,miss
18.6us,miss
17.5us,miss
16.5us,miss
16.7us,miss
15.5us,miss
16.1us,miss
16.8us,miss
16.3us,miss
15.8us,miss
18.3us,miss
18.8us,miss
16.8us,miss
1.2us,hit
18.8us,miss
16.7us,miss
16.7us,miss
17.6us,miss
17.1us,miss
15.5us,miss
15.6us,miss
